id,file,setCode,number,promoGrouping,rarity,bordered_empirical,black_level,left_px,right_px,top_px,band_top_px,emb_score_std,emb_x_std,emb_y_std,emb_score_enc,emb_x_enc,emb_y_enc,top_px_v2
2-90,images/2-90.jpg,2,90,,Common,True,11.0,60,60,65,1907,0.7401,647,1900,0.3604,733,1886,65
2-91,images/2-91.jpg,2,91,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
2-92,images/2-92.jpg,2,92,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
2-93,images/2-93.jpg,2,93,,Super Rare,True,11.0,60,60,66,1907,0.6514,641,1900,0.3356,572,1886,66
2-94,images/2-94.jpg,2,94,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
2-95,images/2-95.jpg,2,95,,Common,True,11.0,60,61,67,1907,0.7384,647,1900,0.3603,733,1886,66
2-96,images/2-96.jpg,2,96,,Rare,True,11.0,60,60,484,1907,0.6195,647,1900,0.351,576,1886,181
2-97,images/2-97.jpg,2,97,,Uncommon,True,11.0,60,60,66,1907,0.6442,645,1900,0.3555,737,1886,65
2-98,images/2-98.jpg,2,98,,Common,True,11.0,61,60,66,1907,0.7383,647,1900,0.3604,733,1886,66
2-99,images/2-99.jpg,2,99,,Common,True,11.0,60,60,67,1907,0.7383,647,1900,0.3604,733,1886,66
3-1,images/3-1.jpg,3,1,,Rare,True,1.0,60,60,65,1907,0.6222,648,1900,0.353,576,1886,65
3-10,images/3-10.jpg,3,10,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-100,images/3-100.jpg,3,100,,Common,True,1.0,60,143,66,1991,0.3209,658,1855,0.2275,569,1876,66
3-101,images/3-101.jpg,3,101,,Rare,True,1.0,60,143,66,1991,0.2785,653,1850,0.2927,565,1865,66
3-102,images/3-102.jpg,3,102,,Uncommon,True,1.0,60,143,66,1991,0.2688,652,1850,0.3058,564,1876,66
3-103,images/3-103.jpg,3,103,,Super Rare,True,1.0,60,60,67,1907,0.6548,641,1900,0.3363,735,1886,67
3-104,images/3-104.jpg,3,104,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-105,images/3-105.jpg,3,105,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-106,images/3-106.jpg,3,106,,Common,True,1.0,60,60,66,1907,0.7424,647,1900,0.3613,733,1886,65
3-107,images/3-107.jpg,3,107,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-108,images/3-108.jpg,3,108,,Legendary,True,11.0,60,60,67,1907,0.999,650,1900,0.3353,567,1886,66
3-109,images/3-109.jpg,3,109,,Legendary,True,1.0,60,59,67,1907,0.9966,650,1900,0.3417,578,1868,66
3-11,images/3-11.jpg,3,11,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-110,images/3-110.jpg,3,110,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-111,images/3-111.jpg,3,111,,Common,True,1.0,60,60,65,1907,0.7424,647,1900,0.3613,733,1886,65
3-112,images/3-112.jpg,3,112,,Super Rare,True,1.0,60,60,65,1907,0.6559,641,1900,0.3367,571,1886,65
3-113,images/3-113.jpg,3,113,,Uncommon,True,1.0,60,60,65,1907,0.6474,645,1900,0.3574,737,1886,65
3-114,images/3-114.jpg,3,114,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-115,images/3-115.jpg,3,115,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-116,images/3-116.jpg,3,116,,Rare,True,1.0,60,60,66,1907,0.6214,647,1900,0.3525,575,1886,66
3-117,images/3-117.jpg,3,117,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-118,images/3-118.jpg,3,118,,Common,True,1.0,61,60,128,1907,0.7408,647,1900,0.3611,733,1886,120
3-119,images/3-119.jpg,3,119,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-12,images/3-12.jpg,3,12,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,66
3-120,images/3-120.jpg,3,120,,Rare,True,1.0,60,60,66,1907,0.6214,647,1900,0.3525,575,1886,66
3-121,images/3-121.jpg,3,121,,Super Rare,True,1.0,60,60,65,1907,0.6559,641,1900,0.3367,571,1886,65
3-122,images/3-122.jpg,3,122,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-123,images/3-123.jpg,3,123,,Rare,True,1.0,60,60,65,1907,0.6222,648,1900,0.353,576,1886,65
3-124,images/3-124.jpg,3,124,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-125,images/3-125.jpg,3,125,,Common,True,1.0,60,60,65,1907,0.7424,647,1900,0.3613,733,1886,65
3-126,images/3-126.jpg,3,126,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,67
3-127,images/3-127.jpg,3,127,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-128,images/3-128.jpg,3,128,,Uncommon,True,1.0,60,60,66,1907,0.6457,645,1899,0.356,737,1886,66
3-129,images/3-129.jpg,3,129,,Uncommon,True,1.0,60,60,67,1907,0.6457,645,1899,0.356,737,1886,67
3-13,images/3-13.jpg,3,13,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-130,images/3-130.jpg,3,130,,Rare,True,1.0,60,60,65,1907,0.6228,648,1900,0.3529,576,1886,65
3-131,images/3-131.jpg,3,131,,Common,True,1.0,60,60,66,1907,0.7407,647,1900,0.3612,733,1886,66
3-132,images/3-132.jpg,3,132,,Rare,True,1.0,61,61,67,1906,0.6186,647,1900,0.3516,575,1886,67
3-133,images/3-133.jpg,3,133,,Uncommon,True,1.0,61,61,67,1906,0.6472,645,1899,0.3552,737,1885,67
3-134,images/3-134.jpg,3,134,,Common,True,1.0,60,143,67,1991,0.2817,775,1856,0.2785,550,1910,66
3-135,images/3-135.jpg,3,135,,Uncommon,True,1.0,60,141,70,1989,0.2697,659,1856,0.317,582,1874,65
3-136,images/3-136.jpg,3,136,,Rare,True,1.0,60,141,66,1989,0.2486,659,1857,0.2817,587,1869,65
3-137,images/3-137.jpg,3,137,,Rare,True,1.0,60,60,67,1907,0.6211,647,1900,0.3522,575,1886,66
3-138,images/3-138.jpg,3,138,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-139,images/3-139.jpg,3,139,,Uncommon,True,1.0,60,60,70,1907,0.6472,645,1899,0.3569,737,1886,70
3-14,images/3-14.jpg,3,14,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-140,images/3-140.jpg,3,140,,Uncommon,True,1.0,60,60,136,1907,0.6472,645,1899,0.3569,737,1886,96
3-141,images/3-141.jpg,3,141,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,67
3-142,images/3-142.jpg,3,142,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-143,images/3-143.jpg,3,143,,Legendary,True,1.0,60,62,68,1907,0.9967,650,1900,0.3334,742,1886,68
3-144,images/3-144.jpg,3,144,,Rare,True,1.0,60,132,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-145,images/3-145.jpg,3,145,,Rare,True,11.0,60,60,150,1907,0.6179,647,1900,0.3502,576,1886,136
3-146,images/3-146.jpg,3,146,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,67
3-147,images/3-147.jpg,3,147,,Uncommon,True,1.0,60,60,66,1907,0.6469,645,1899,0.3566,737,1886,66
3-148,images/3-148.jpg,3,148,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-149,images/3-149.jpg,3,149,,Common,True,1.0,60,60,132,1907,0.7408,647,1900,0.3611,733,1886,117
3-15,images/3-15.jpg,3,15,,Legendary,True,1.0,59,60,65,1907,0.9955,650,1900,0.3375,567,1886,65
3-150,images/3-150.jpg,3,150,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,67
3-151,images/3-151.jpg,3,151,,Rare,True,1.0,60,60,65,1907,0.6223,648,1900,0.353,576,1886,65
3-152,images/3-152.jpg,3,152,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-153,images/3-153.jpg,3,153,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-154,images/3-154.jpg,3,154,,Super Rare,True,1.0,60,60,65,1907,0.6566,641,1900,0.3371,735,1886,65
3-155,images/3-155.jpg,3,155,,Uncommon,True,1.0,60,60,66,1907,0.6391,645,1899,0.3512,737,1886,66
3-156,images/3-156.jpg,3,156,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3651,563,1885,67
3-157,images/3-157.jpg,3,157,,Super Rare,True,1.0,60,60,67,1907,0.6548,641,1900,0.3363,735,1886,66
3-158,images/3-158.jpg,3,158,,Super Rare,True,1.0,60,60,67,1907,0.6548,641,1900,0.3363,735,1886,66
3-159,images/3-159.jpg,3,159,,Common,True,1.0,60,60,66,1907,0.7407,647,1900,0.3612,733,1886,66
3-16,images/3-16.jpg,3,16,,Super Rare,True,1.0,60,60,66,1907,0.6548,641,1900,0.3363,735,1886,66
3-160,images/3-160.jpg,3,160,,Rare,True,1.0,60,60,66,1907,0.6216,647,1900,0.352,575,1886,66
3-161,images/3-161.jpg,3,161,,Uncommon,True,1.0,60,60,65,1907,0.6458,645,1900,0.3565,737,1886,65
3-162,images/3-162.jpg,3,162,,Common,True,1.0,60,60,67,1907,0.7407,647,1900,0.3612,733,1886,66
3-163,images/3-163.jpg,3,163,,Rare,True,1.0,61,61,67,1906,0.6186,647,1900,0.3516,575,1886,67
3-164,images/3-164.jpg,3,164,,Rare,True,1.0,61,61,67,1906,0.6186,647,1900,0.3516,575,1886,67
3-165,images/3-165.jpg,3,165,,Legendary,True,1.0,61,61,67,1907,0.9948,650,1900,0.3338,567,1885,67
3-166,images/3-166.jpg,3,166,,Uncommon,True,1.0,61,61,67,1907,0.6469,645,1899,0.3556,737,1885,67
3-167,images/3-167.jpg,3,167,,Common,True,1.0,61,61,67,1906,0.7375,647,1900,0.3603,733,1886,67
3-168,images/3-168.jpg,3,168,,Rare,True,1.0,60,143,66,1991,0.2461,652,1850,0.2694,565,1876,66
3-169,images/3-169.jpg,3,169,,Common,True,1.0,60,143,66,1991,0.3009,671,1855,0.2721,583,1877,66
3-17,images/3-17.jpg,3,17,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-170,images/3-170.jpg,3,170,,Uncommon,True,1.0,60,143,66,1991,0.3093,671,1855,0.2716,585,1872,66
3-171,images/3-171.jpg,3,171,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-172,images/3-172.jpg,3,172,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-173,images/3-173.jpg,3,173,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-174,images/3-174.jpg,3,174,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-175,images/3-175.jpg,3,175,,Common,True,1.0,60,61,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-176,images/3-176.jpg,3,176,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-177,images/3-177.jpg,3,177,,Common,True,1.0,60,61,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-178,images/3-178.jpg,3,178,,Super Rare,True,1.0,60,60,66,1907,0.655,641,1900,0.3365,735,1886,66
3-179,images/3-179.jpg,3,179,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-18,images/3-18.jpg,3,18,,Uncommon,True,1.0,60,60,65,1907,0.6474,645,1900,0.3574,737,1886,65
3-180,images/3-180.jpg,3,180,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,66
3-181,images/3-181.jpg,3,181,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-182,images/3-182.jpg,3,182,,Legendary,True,1.0,59,60,65,1907,0.9974,650,1900,0.3365,567,1886,65
3-183,images/3-183.jpg,3,183,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-184,images/3-184.jpg,3,184,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,67
3-185,images/3-185.jpg,3,185,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-186,images/3-186.jpg,3,186,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-187,images/3-187.jpg,3,187,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-188,images/3-188.jpg,3,188,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,67
3-189,images/3-189.jpg,3,189,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-19,images/3-19.jpg,3,19,,Super Rare,True,1.0,60,60,67,1907,0.6548,641,1900,0.3363,735,1886,66
3-190,images/3-190.jpg,3,190,,Legendary,True,1.0,60,60,67,1907,0.9967,650,1900,0.3336,742,1886,67
3-191,images/3-191.jpg,3,191,,Super Rare,True,1.0,60,60,65,1907,0.6559,641,1900,0.3367,571,1886,65
3-192,images/3-192.jpg,3,192,,Super Rare,True,1.0,60,60,67,1907,0.6548,641,1900,0.3363,735,1886,66
3-193,images/3-193.jpg,3,193,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-194,images/3-194.jpg,3,194,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,66
3-195,images/3-195.jpg,3,195,,Rare,True,1.0,60,60,65,1907,0.6228,648,1900,0.3529,576,1886,65
3-196,images/3-196.jpg,3,196,,Common,True,1.0,60,60,66,1907,0.7407,647,1900,0.3612,733,1886,66
3-197,images/3-197.jpg,3,197,,Common,True,1.0,60,60,66,1907,0.7407,647,1900,0.3612,733,1886,66
3-198,images/3-198.jpg,3,198,,Uncommon,True,1.0,60,60,66,1907,0.6457,645,1899,0.356,737,1886,66
3-199,images/3-199.jpg,3,199,,Uncommon,True,1.0,61,61,67,1907,0.6469,645,1899,0.3556,737,1885,67
3-2,images/3-2.jpg,3,2,,Rare,True,1.0,60,60,67,1907,0.6211,647,1900,0.3522,575,1886,66
3-20,images/3-20.jpg,3,20,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-200,images/3-200.jpg,3,200,,Common,True,1.0,61,61,67,1906,0.7375,647,1900,0.3603,733,1886,67
3-201,images/3-201.jpg,3,201,,Rare,True,1.0,61,61,67,1906,0.6186,647,1900,0.3516,575,1886,67
3-202,images/3-202.jpg,3,202,,Rare,True,1.0,60,143,66,1991,0.2899,658,1855,0.2688,601,1876,66
3-203,images/3-203.jpg,3,203,,Common,True,1.0,60,143,68,1991,0.3498,658,1855,0.2855,581,1876,67
3-204,images/3-204.jpg,3,204,,Uncommon,True,1.0,60,143,67,1991,0.34,658,1855,0.2603,577,1910,67
3-205,images/3-205.jpg,3,205,,Enchanted,False,60.0,-1,-1,-1,-1,0.5707,647,1903,0.3387,738,1890,-1
3-206,images/3-206.jpg,3,206,,Enchanted,False,44.0,-1,-1,-1,-1,0.5764,647,1903,0.3405,562,1889,-1
3-207,images/3-207.jpg,3,207,,Enchanted,False,48.0,-1,-1,-1,-1,0.3146,766,1933,0.2266,589,1933,-1
3-208,images/3-208.jpg,3,208,,Enchanted,False,134.0,-1,-1,-1,-1,0.5744,647,1903,0.341,738,1890,-1
3-209,images/3-209.jpg,3,209,,Enchanted,False,26.0,-1,-1,-1,-1,0.549,647,1903,0.3348,562,1889,-1
3-21,images/3-21.jpg,3,21,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,67
3-210,images/3-210.jpg,3,210,,Enchanted,False,36.0,-1,-1,-1,-1,0.5545,647,1903,0.3369,562,1889,-1
3-211,images/3-211.jpg,3,211,,Enchanted,False,126.0,-1,-1,-1,-1,0.573,647,1903,0.3403,562,1889,-1
3-212,images/3-212.jpg,3,212,,Enchanted,False,66.0,-1,-1,-1,-1,0.5563,647,1903,0.3383,738,1890,-1
3-213,images/3-213.jpg,3,213,,Enchanted,False,133.0,-1,-1,-1,-1,0.2891,778,1933,0.3833,582,1850,-1
3-214,images/3-214.jpg,3,214,,Enchanted,False,74.0,-1,-1,-1,-1,0.5537,647,1903,0.337,738,1890,-1
3-215,images/3-215.jpg,3,215,,Enchanted,False,125.0,-1,-1,-1,-1,0.5623,647,1903,0.3417,739,1890,-1
3-216,images/3-216.jpg,3,216,,Enchanted,False,134.0,-1,-1,-1,-1,0.3352,757,1933,0.2704,653,1917,-1
3-217,images/3-217.jpg,3,217,,Enchanted,False,137.0,-1,-1,-1,-1,0.5654,647,1903,0.3398,738,1891,-1
3-218,images/3-218.jpg,3,218,,Enchanted,False,86.0,-1,-1,-1,-1,0.5659,647,1903,0.3407,738,1890,-1
3-219,images/3-219.jpg,3,219,,Enchanted,False,36.0,-1,-1,-1,-1,0.316,666,1932,0.2113,749,1920,-1
3-22,images/3-22.jpg,3,22,,Uncommon,True,1.0,60,60,65,1907,0.6474,645,1900,0.3574,737,1886,65
3-220,images/3-220.jpg,3,220,,Enchanted,False,140.0,-1,-1,-1,-1,0.5722,647,1903,0.3414,562,1889,-1
3-221,images/3-221.jpg,3,221,,Enchanted,False,48.0,-1,-1,-1,-1,0.5568,647,1903,0.3391,562,1889,-1
3-222,images/3-222.jpg,3,222,,Enchanted,False,66.0,-1,-1,-1,-1,0.555,647,1903,0.3379,562,1889,-1
3-223,images/3-223.jpg,3,223,,Super Rare,True,11.0,59,60,67,1908,0.6484,641,1901,0.3355,735,1887,67
3-23,images/3-23.jpg,3,23,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-24,images/3-24.jpg,3,24,,Uncommon,True,1.0,60,60,65,1907,0.6458,645,1900,0.3565,737,1886,65
3-25,images/3-25.jpg,3,25,,Common,True,1.0,60,60,67,1907,0.7407,647,1900,0.3612,733,1886,67
3-26,images/3-26.jpg,3,26,,Common,True,1.0,60,60,66,1907,0.7407,647,1900,0.3612,733,1886,66
3-26-P1,images/3-26-P1.jpg,3,26,P1,Special,True,1.0,60,60,68,1906,0.6382,640,1899,0.3394,557,1886,68
3-27,images/3-27.jpg,3,27,,Common,True,1.0,60,60,66,1907,0.7407,647,1900,0.3612,733,1886,66
3-27-P1,images/3-27-P1.jpg,3,27,P1,Special,True,1.0,61,142,69,1988,0.2669,659,1857,0.3135,582,1873,66
3-28,images/3-28.jpg,3,28,,Rare,True,1.0,60,60,67,1907,0.6216,647,1900,0.3538,575,1886,67
3-28-P1,images/3-28-P1.jpg,3,28,P1,Special,True,1.0,60,60,66,1906,0.6343,640,1899,0.3395,557,1886,66
3-29,images/3-29.jpg,3,29,,Common,True,1.0,61,61,67,1906,0.7375,647,1900,0.3603,733,1886,67
3-29-P1,images/3-29-P1.jpg,3,29,P1,Special,True,1.0,60,60,68,1906,0.6382,640,1899,0.3394,557,1886,68
3-3,images/3-3.jpg,3,3,,Super Rare,True,1.0,60,60,65,1907,0.6559,641,1900,0.3366,735,1886,65
3-3-D23,images/3-3-D23.jpg,3,3,D23,Special,False,32.0,-1,-1,-1,-1,0.3706,695,1897,0.367,780,1884,-1
3-30,images/3-30.jpg,3,30,,Rare,True,1.0,61,61,67,1907,0.6197,647,1900,0.3519,576,1886,67
3-30-P1,images/3-30-P1.jpg,3,30,P1,Special,False,202.0,-1,-1,-1,-1,0.5549,590,1902,0.3079,780,1891,-1
3-31,images/3-31.jpg,3,31,,Uncommon,True,1.0,61,61,67,1906,0.6472,645,1899,0.3552,737,1885,67
3-32,images/3-32.jpg,3,32,,Common,True,1.0,60,143,67,1991,0.3334,671,1855,0.3119,585,1876,67
3-33,images/3-33.jpg,3,33,,Rare,True,1.0,60,141,66,1989,0.2121,652,1850,0.1951,712,1933,66
3-34,images/3-34.jpg,3,34,,Uncommon,True,1.0,60,141,66,1989,0.2637,653,1850,0.2571,550,1853,65
3-35,images/3-35.jpg,3,35,,Super Rare,True,1.0,60,60,67,1907,0.6548,641,1900,0.3363,735,1886,67
3-36,images/3-36.jpg,3,36,,Uncommon,True,1.0,60,60,67,1907,0.6472,645,1899,0.3569,737,1886,67
3-37,images/3-37.jpg,3,37,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-38,images/3-38.jpg,3,38,,Super Rare,True,1.0,60,60,65,1907,0.6559,641,1900,0.3367,571,1886,65
3-39,images/3-39.jpg,3,39,,Uncommon,True,1.0,60,60,68,1907,0.6472,645,1899,0.3569,737,1886,68
3-39-P1,images/3-39-P1.jpg,3,39,P1,Special,True,11.0,60,60,67,1907,0.6296,640,1900,0.3361,557,1886,66
3-4-a,images/3-4-a.jpg,3,4,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-4-b,images/3-4-b.jpg,3,4,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-4-c,images/3-4-c.jpg,3,4,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-4-d,images/3-4-d.jpg,3,4,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-4-e,images/3-4-e.jpg,3,4,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-40,images/3-40.jpg,3,40,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,67
3-41,images/3-41.jpg,3,41,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,563,1885,66
3-42,images/3-42.jpg,3,42,,Legendary,True,1.0,60,60,66,1907,0.9967,650,1900,0.332,558,1886,66
3-43,images/3-43.jpg,3,43,,Common,True,1.0,60,60,68,1907,0.7408,647,1900,0.3611,733,1886,67
3-44,images/3-44.jpg,3,44,,Uncommon,True,1.0,60,60,66,1907,0.6474,645,1900,0.3574,737,1886,66
3-45,images/3-45.jpg,3,45,,Common,True,1.0,60,60,68,1907,0.7424,647,1900,0.3613,733,1886,67
3-46,images/3-46.jpg,3,46,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-47,images/3-47.jpg,3,47,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-48,images/3-48.jpg,3,48,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,67
3-49,images/3-49.jpg,3,49,,Super Rare,True,1.0,60,60,67,1907,0.6562,641,1900,0.3367,735,1886,67
3-5,images/3-5.jpg,3,5,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-50,images/3-50.jpg,3,50,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-51,images/3-51.jpg,3,51,,Legendary,True,1.0,60,60,67,1907,0.9969,650,1900,0.3326,558,1886,67
3-52,images/3-52.jpg,3,52,,Uncommon,True,1.0,60,60,66,1907,0.6474,645,1900,0.3574,737,1886,66
3-53,images/3-53.jpg,3,53,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-54,images/3-54.jpg,3,54,,Rare,True,1.0,60,60,68,1907,0.6211,647,1900,0.3522,575,1886,68
3-55,images/3-55.jpg,3,55,,Rare,True,1.0,60,60,67,1907,0.6211,647,1900,0.3522,575,1886,67
3-56,images/3-56.jpg,3,56,,Common,True,1.0,61,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-57,images/3-57.jpg,3,57,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,67
3-58,images/3-58.jpg,3,58,,Rare,True,1.0,60,60,65,1907,0.6222,648,1900,0.353,576,1886,65
3-59,images/3-59.jpg,3,59,,Rare,True,1.0,60,60,65,1907,0.6222,648,1900,0.353,576,1886,65
3-6,images/3-6.jpg,3,6,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-60,images/3-60.jpg,3,60,,Common,True,1.0,60,60,67,1907,0.7407,647,1900,0.3612,733,1886,66
3-61,images/3-61.jpg,3,61,,Uncommon,True,1.0,60,60,67,1907,0.6457,645,1899,0.356,737,1886,66
3-62,images/3-62.jpg,3,62,,Uncommon,True,1.0,60,60,66,1907,0.6458,645,1900,0.3565,737,1886,65
3-63,images/3-63.jpg,3,63,,Rare,True,1.0,60,60,66,1907,0.6216,647,1900,0.352,575,1886,66
3-64,images/3-64.jpg,3,64,,Rare,True,1.0,61,61,67,1907,0.6197,647,1900,0.3519,576,1886,67
3-65,images/3-65.jpg,3,65,,Rare,True,1.0,61,61,67,1906,0.6186,647,1900,0.3516,575,1886,67
3-66,images/3-66.jpg,3,66,,Common,True,1.0,60,143,67,1991,0.298,774,1856,0.306,598,1876,67
3-67,images/3-67.jpg,3,67,,Rare,True,1.0,60,143,67,1991,0.298,774,1856,0.2441,601,1877,66
3-68,images/3-68.jpg,3,68,,Uncommon,True,1.0,60,143,66,1991,0.2145,680,1871,0.2321,590,1933,66
3-69,images/3-69.jpg,3,69,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-7,images/3-7.jpg,3,7,,Legendary,True,1.0,60,60,66,1907,0.9966,650,1900,0.3343,742,1886,66
3-70,images/3-70.jpg,3,70,,Rare,True,1.0,60,60,65,1907,0.6222,648,1900,0.3627,581,1886,65
3-71,images/3-71.jpg,3,71,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-72,images/3-72.jpg,3,72,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,66
3-73,images/3-73.jpg,3,73,,Uncommon,True,1.0,60,60,68,1907,0.6472,645,1899,0.3569,737,1886,68
3-74,images/3-74.jpg,3,74,,Super Rare,True,1.0,60,60,97,1907,0.6561,641,1900,0.3368,735,1886,95
3-75,images/3-75.jpg,3,75,,Rare,True,1.0,60,61,67,1907,0.6211,647,1900,0.3522,575,1886,66
3-76,images/3-76.jpg,3,76,,Common,True,1.0,60,60,66,1907,0.7408,647,1900,0.3611,733,1886,66
3-77,images/3-77.jpg,3,77,,Uncommon,True,1.0,60,60,66,1907,0.6472,645,1899,0.3569,737,1886,66
3-78,images/3-78.jpg,3,78,,Super Rare,True,1.0,60,60,66,1907,0.6559,641,1900,0.3367,571,1886,66
3-79,images/3-79.jpg,3,79,,Common,True,1.0,60,60,67,1907,0.7408,647,1900,0.3611,733,1886,67
3-8,images/3-8.jpg,3,8,,Rare,True,1.0,60,60,65,1907,0.6222,648,1900,0.353,576,1886,65
3-80,images/3-80.jpg,3,80,,Legendary,True,1.0,60,60,66,1907,0.9975,650,1900,0.3361,567,1886,65
3-81,images/3-81.jpg,3,81,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-82,images/3-82.jpg,3,82,,Rare,True,1.0,60,60,66,1907,0.6211,647,1900,0.3522,575,1886,66
3-83,images/3-83.jpg,3,83,,Uncommon,True,1.0,60,60,65,1907,0.6474,645,1900,0.3574,737,1886,65
